team_id,team_name,public_leaderboard_rank,private_leaderboard_rank
18398,nehac,111.0,109.0
18399,akaSmitty,52.0,55.0
18400,93882,113.0,111.0
18402,ubercomp,222.0,223.0
18403,AKHA,137.0,136.0
18404,johnny,,
18405,HappyHour,15.0,13.0
18406,rk,152.0,151.0
18410,kevlar,241.0,241.0
18412,Raze2dust,338.0,338.0
18413,SouthPole,,
18414,Ehler,172.0,172.0
18415,kawi,29.0,51.0
18416,antonio,646.0,657.0
18417,Gravier,278.0,276.0
18418,JJJ,307.0,307.0
18419,elrude,29.0,32.0
18421,Miguel,6.0,6.0
18422,Silverfox,219.0,219.0
18424,leaning_ai,34.0,43.0
18425,79099,110.0,108.0
18426,Bing Xu,18.0,17.0
18427,antinucleon,50.0,56.0
18428,random,116.0,114.0
18429,smiler,42.0,34.0
18431,Allenbj,16.0,13.0
18432,kuki,190.0,190.0
18433,Data Guru,120.0,118.0
18434,99172,266.0,267.0
18435,djmachet,416.0,408.0
18436,artificially,284.0,285.0
18437,The Counts of Monte Cristo,374.0,371.0
18438,oobawooba,,
18439,johnq,,
18440,Weekend Warrior,350.0,350.0
18441,random_d,42.0,65.0
18442,James Paton,392.0,392.0
18443,giannis,306.0,306.0
18444,63548,250.0,250.0
18445,jason,247.0,247.0
18447,columbus,260.0,261.0
18448,69371,42.0,35.0
18449,Working on it,16.0,20.0
18450,rknz,384.0,385.0
18451,snoopy,260.0,247.0
18452,bestdamn,,
18453,Qin Zhou,,
18455,88481,409.0,415.0
18458,Chia-Chun Shih,67.0,69.0
18459,33844,236.0,236.0
18460,TomHall,128.0,127.0
18462,r0u1i,11.0,12.0
18463,72971,,
18465,64632,263.0,258.0
18466,PatN,485.0,531.0
18467,Argus,273.0,277.0
18468,QT&C,3.0,3.0
18470,46282,181.0,181.0
18473,HaJe,213.0,213.0
18475,Ernie Epting,59.0,58.0
18476,asrk,569.0,594.0
18477,RubyDust India,649.0,656.0
18478,nikolaicho,898.0,892.0
18479,tokyohot,40.0,34.0
18480,redhotjam,38.0,38.0
18481,Roseyland,87.0,108.0
18482,Dr Drey,477.0,515.0
18483,organism,576.0,603.0
18485,nycprof,500.0,479.0
18486,2Curious,622.0,655.0
18489,mahir.sari,,
18490,Fighting Mongooses,180.0,174.0
18491,macit,,
18492,mahzun,,
18493,mazhar91,,
18494,fakirk,,
18495,Zach A.,35.0,19.0
18496,sadunkor1,,
18497,celal.asker,,
18498,16726,184.0,231.0
18499,cakalion,,
18500,candemir393,,
18502,sedcev,,
18504,efehpolat,,
18505,edizediz121,,
18506,bobtom,,
18507,r.edip,,
18508,nooo,,
18509,erginjol,,
18510,gulEri,,
18511,70953,171.0,171.0
18512,evlya2000,,
18513,ohleo,,
18514,eskid584,,
18515,Stephen Colbert,,
18516,24148,,
18517,etkinsachin,,
18518,ertentop200,,
18519,Pollux,12.0,10.0
18520,entylop,221.0,221.0
18522,Levi Self,65.0,66.0
18523,Matt Damon,358.0,389.0
18524,Ankit Agarwal,218.0,216.0
18525,Joe Blow,,
18526,bamboochen,160.0,159.0
18527,liuyipei,113.0,132.0
18528,John Walker,,
18529,alfnie,85.0,38.0
18530,razgon,39.0,30.0
18531,Lisha,327.0,336.0
18532,James Fraser,85.0,84.0
18534,a,,
18535,Alsm,435.0,438.0
18536,Ac00,,
18537,ch,,
18538,vidit,551.0,471.0
18539,45518,,
18541,y,,
18542,cloud_in_sky,343.0,343.0
18544,yhyh,,
18547,Victorus,263.0,386.0
18548,citizenofearth,698.0,621.0
18550,45957,204.0,204.0
18551,An C,,
18553,J Analysis,14.0,12.0
18554,vin631,386.0,348.0
18555,50945,216.0,217.0
18556,ovlaere,154.0,153.0
18557,haha,,
18558,mauvesteven,322.0,319.0
18560,22298,146.0,145.0
18561,Marcus Kazmierczak,,
18562,AdjustedRSquared,72.0,74.0
18563,Gershon,330.0,330.0
18564,ddmetro,342.0,299.0
18566,bobotouyitou,142.0,142.0
18568,Steyn,,
18569,Jaap,340.0,340.0
18575,osphere,207.0,207.0
18576,Contestant,115.0,162.0
18577,yu,361.0,361.0
18579,TEST_MML,544.0,568.0
18580,Bryan,404.0,416.0
18581,Rohit,22.0,22.0
18582,Hyppo,582.0,602.0
18583,EgyFirst,417.0,418.0
18584,Murik,360.0,268.0
18585,OnTheFly,55.0,51.0
18586,hxy_test,223.0,224.0
18588,bwodlinger,87.0,87.0
18591,Don Smolen,357.0,345.0
18592,oloolo,323.0,324.0
18593,andy_wrote,64.0,52.0
18594,Bikash Mishra,682.0,682.0
18595,Stas Moreinis,97.0,103.0
18596,AdjustedRSquared,65.0,63.0
18597,86856,127.0,126.0
18598,kwww,320.0,319.0
18604,40676,406.0,406.0
18607,vigilant,8.0,6.0
18609,Madness,76.0,78.0
18610,grafke,58.0,63.0
18611,50789,326.0,326.0
18612,InvincibleGuy,521.0,540.0
18613,Gnanasekar,337.0,338.0
18614,apollobp,88.0,87.0
18616,yerachmiel,,
18617,Paris Mining,255.0,256.0
18618,rockclimber112358,199.0,200.0
18619,y_tag,84.0,77.0
18620,用户名无法显示,144.0,144.0
18621,yibo2,189.0,189.0
18623,Black sea,1130.0,1126.0
18624,Kaggler,268.0,268.0
18626,92389,106.0,105.0
18629,bushang,338.0,339.0
18630,78789,66.0,59.0
18633,"Alexander D'yakonov (MSU, Moscow, Russia)",79.0,68.0
18634,PhilS,256.0,255.0
18636,scrat,208.0,208.0
18637,mathdoc19,131.0,134.0
18638,InvincibleGuy,280.0,278.0
18639,kawi,16.0,11.0
18640,draconian,113.0,116.0
18642,Team Shasta,68.0,97.0
18643,Vincent Y. Shen,,
18644,Ajay Deonarine,56.0,65.0
18645,InvincibleGuy,246.0,260.0
18648,petern,15.0,15.0
18649,random_d,219.0,194.0
18652,Swoooperman,522.0,541.0
18653,Giovanni,,
18654,Frédérick Guillot,44.0,91.0
18655,heman,98.0,104.0
18657,HuyNA,346.0,347.0
18660,Erik,122.0,121.0
18661,mucky,244.0,244.0
18663,underdog,59.0,64.0
18670,Scora,,
18672,toe_in,119.0,88.0
18676,CvdM,,
18677,eps1,,
18679,Dirk,,
18680,3 idiots,,
18682,Coder,289.0,289.0
18685,hdkmraf,77.0,77.0
18686,83481,163.0,162.0
18691,Laura,48.0,53.0
18692,Bloep,,
18694,richards,625.0,635.0
18696,hugo.lien,39.0,38.0
18697,WiscoDisco,20.0,20.0
18698,ArcaneLord,85.0,84.0
18699,mathdoc19,368.0,278.0
18700,rlrl,107.0,122.0
18701,bica,316.0,316.0
18702,tasdomas,248.0,248.0
18703,wiser student,295.0,295.0
18706,simsim,81.0,97.0
18707,GreenPeace,16.0,14.0
18708,taurus,,
18709,mars,32.0,15.0
18711,Mihailo,81.0,82.0
18712,49975,404.0,404.0
18713,flalak,612.0,564.0
18722,compbio,151.0,134.0
18723,A. Clayton,140.0,193.0
18725,terjan,,
18726,MArk2,,
18729,dynostat,177.0,189.0
18731,shbahd,13.0,13.0
18733,barney,610.0,563.0
18734,39935,170.0,170.0
18735,Zé Silva,253.0,253.0
18736,zlink,30.0,30.0
18737,Dmitry  Pleshkov,174.0,174.0
18739,BountyHunter,282.0,237.0
18740,Akulov Yaroslav,81.0,69.0
18741,mortid0,242.0,243.0
18742,MTich,228.0,230.0
18744,31155,391.0,391.0
18745,Vitaliy Prooks,487.0,509.0
18747,mathdoc19,14.0,36.0
18748,Sihle,,
18749,katdabilla,193.0,219.0
18751,"Filargyropoulos, Stavros",,
18753,walkingsparrow,90.0,72.0
18754,mathdoc19,38.0,20.0
18755,Uniform Benchmark,,
18756,Logistic Regression Benchmark,,
18757,sghosh,32.0,35.0
18758,funwei,125.0,123.0
18760,WorkingKnowledge,425.0,417.0
18761,dryche,,
18762,Siand,,
18763,test,321.0,323.0
18765,dakick,368.0,368.0
18766,ELSRLS,635.0,643.0
18767,Daniel Morton,,
18770,manu74,657.0,653.0
18771,BigBrother,266.0,410.0
18772,yanboxuumd,590.0,609.0
18773,Roman,215.0,225.0
18774,testing,67.0,49.0
18775,52909,,
18776,16105,,
18777,weikey,225.0,224.0
18778,73429,,
18780,77741,,
18781,AdjustedRSquared,291.0,292.0
18782,45761,,
18783,40479,288.0,288.0
18785,k.nishiwaki,216.0,220.0
18786,statvis,23.0,43.0
18787,alfa,61.0,78.0
18789,haha,455.0,464.0
18790,27987,10.0,11.0
18791,flbu,362.0,362.0
18792,PFMI,316.0,317.0
18793,andybrandy&ernst,204.0,209.0
18794,Gryzor,205.0,210.0
18795,cfdb,206.0,211.0
18796,sitting_bulls,207.0,212.0
18797,IEM_GMFW,211.0,200.0
18798,davkat,194.0,217.0
18800,davchr,361.0,361.0
18804,chrisdav,200.0,199.0
18810,oraz,24.0,23.0
18815,nico,70.0,61.0
18818,__mtb__,104.0,102.0
18822,MaJia,79.0,78.0
18830,TheMiner,165.0,163.0
18836,sukku,100.0,106.0
18845,lasstochka,999.0,996.0
18847,Plamen Nikolov,,
18848,11037,,
18852,Shiauhan,228.0,205.0
18854,hilbert-space,261.0,198.0
18855,Danie Blignaut,,
18856,69400,344.0,344.0
18858,Zhiyong,653.0,597.0
18859,schauerhammer,566.0,585.0
18860,Kiril Kirov,,
18861,KDI_Team,,
18862,Rage against the machine learning,101.0,98.0
18863,Paul,607.0,588.0
18864,Jingalls,89.0,89.0
18867,Christian Stade-Schuldt,558.0,573.0
18868,lucky guy,57.0,62.0
18869,LR,32.0,31.0
18870,Dr Drey,83.0,85.0
18871,Vitor Campos de Oliveira,,
18874,InvincibleGuy,15.0,94.0
18877,gazi,296.0,296.0
18879,stillsea,188.0,187.0
18883,y_benjo,305.0,305.0
18885,Toni Bella,294.0,289.0
18887,Blazej Wieliczko,,
18889,Nicole,,
18890,Mishka,,
18892,push211,224.0,225.0
18893,RichardPlunkett,306.0,309.0
18894,GooG,149.0,149.0
18897,Stephane,155.0,154.0
18898,Chen&Xu,4.0,32.0
18899,Argonaut,93.0,78.0
18900,94661,201.0,203.0
18903,Akoon,52.0,40.0
18904,cheunglucia,16.0,11.0
18906,Indolent,195.0,195.0
18907,zzol,31.0,48.0
18908,Dr Drey,101.0,98.0
18909,definitely,,
18911,vgoklani,37.0,46.0
18912,n_m,35.0,37.0
18913,Brian,159.0,157.0
18914,Sigmoid Curve,157.0,158.0
18915,paulcnichols,226.0,227.0
18916,kenny,380.0,381.0
18917,1104,,
18919,12420,,
18922,96005,,
18923,Yonasan Schwartz,625.0,601.0
18924,One Man Army,41.0,24.0
18926,rg,31.0,33.0
18927,Killian O'Connor,42.0,27.0
18928,18794,228.0,233.0
18929,swift607,32.0,32.0
18932,Random Forest Benchmark,,
18935,TomHall,,
18938,Naive Bayes Benchmark,,
18939,ABUs,104.0,101.0
18940,Brian Elwell,106.0,103.0
18944,Afanasjev Dmitry,2.0,2.0
18950,72296,261.0,265.0
18953,Killian O'Connor,45.0,8.0
18955,fuzzybeam,220.0,201.0
18956,pplatypus,82.0,74.0
18957,InvincibleGuy,68.0,56.0
18958,pplatypus,34.0,43.0
18960,BarrenWuffet,46.0,65.0
18961,Daniel Morton,25.0,17.0
18962,74081,,
18963,degoodm,54.0,52.0
18964,17968,,
18965,84544,,
18967,35881,,
18968,52961,,
18969,sunrise_2012,,
18970,pc22,34.0,55.0
18971,How Time Flys!,,
18972,Vags,95.0,102.0
18974,affine_team2,330.0,331.0
18975,Garrett,337.0,337.0
18978,voId,122.0,122.0
18979,F2Fpredictor,57.0,62.0
18980,Sascha Ti,,
18982,y_tag,6.0,1.0
18983,clancy.birrell,233.0,237.0
18984,Venus,70.0,73.0
18985,Imran,56.0,59.0
18986,cess_northumbria,80.0,79.0
18989,Fedora,31.0,33.0
18990,sound,,
18991,Francois GUILLEM,27.0,61.0
18993,Miemie,,
18994,InvincibleGuy,60.0,59.0
18996,bim_bam,366.0,366.0
18997,84098,387.0,387.0
18999,Paheli,34.0,35.0
19000,Golden Bears,312.0,313.0
19001,iMinePatterns,1071.0,1066.0
19003,Neutrino,253.0,264.0
19004,Venus,333.0,333.0
19006,bob,222.0,218.0
19007,Rob R.,48.0,32.0
19008,OYeah,5.0,29.0
19009,ALazySheep,,
19011,omygod,10.0,34.0
19012,David Zhang,74.0,74.0
19017,Beto,299.0,295.0
19018,Scott Thompson,31.0,40.0
19020,sterbaj,65.0,74.0
19021,Kirill,1003.0,999.0
19022,datacrunch,74.0,70.0
19024,Chad Iverson,37.0,38.0
19026,Senki Alfonz,151.0,138.0
19027,shaw,331.0,331.0
19028,Chaos,134.0,131.0
19030,annaforhhp,286.0,238.0
19031,Selem,,
19032,Sarah,183.0,182.0
19033,actsasgeek,,
19034,MTich,1053.0,1053.0
19035,Techneficus Analytics,242.0,261.0
19036,Vijay,287.0,287.0
19037,CD2KP,57.0,50.0
19038,drago,25.0,26.0
19040,CH_JNG,1162.0,1168.0
19041,Rishem,64.0,68.0
19042,62119,220.0,220.0
19043,Indy Actuaries,11.0,10.0
19048,ralvez,85.0,124.0
19050,NeilKruger,,
19056,inc7,272.0,270.0
19058,furiouseskimo,137.0,133.0
19061,budds,71.0,71.0
19062,Gordon,,
19064,Data Narwhals,28.0,27.0
19066,28286,408.0,409.0
19067,thebusyant,21.0,29.0
19070,ChadB,18.0,93.0
19071,ExpertVideoForensics.com,150.0,136.0
19072,Daniel Morton,31.0,28.0
19076,test,95.0,88.0
19077,tekokell,,
19078,erik32,,
19079,adatersi,,
19080,ihavethepotential,83.0,122.0
19081,carter,61.0,60.0
19082,One Man Army,57.0,60.0
19083,zhjting1981,119.0,120.0
19085,Stein,25.0,38.0
19087,racc,298.0,298.0
19088,newer,353.0,353.0
19089,caishen,237.0,232.0
19090,Scorin',19.0,14.0
19091,WL,22.0,1.0
19092,CrazyGuy,299.0,299.0
19093,Bogdanovist,62.0,61.0
19094,undef1,135.0,145.0
19095,Victor,140.0,146.0
19096,Audaque,17.0,18.0
19097,grizzli3k,290.0,284.0
19098,forever,81.0,81.0
19099,Sffetka,43.0,42.0
19100,Prasanjeet,421.0,455.0
19101,Darida,1111.0,1115.0
19102,Bruce Cragin,11.0,2.0
19103,Nenov,191.0,191.0
19105,85134,274.0,272.0
19108,Pirlo,118.0,115.0
19109,YaTa,17.0,7.0
19113,SundanceKid,327.0,328.0
19115,Uniform Sample Submission,,
19117,Favorite Blogs Submission,,
19119,bdomokos74,30.0,44.0
19121,14178,75.0,75.0
19122,Jinbo Chen,185.0,152.0
19124,Danie Blignaut,,
19125,Nitai Dean,339.0,340.0
19126,max,200.0,201.0
19127,Arash,240.0,237.0
19128,toddharsh,30.0,43.0
19129,Amos Bourne,143.0,167.0
19130,makagan,21.0,21.0
19133,y_tag,21.0,16.0
19134,redjava,56.0,6.0
19137,nehac,292.0,291.0
19139,David Hysom,386.0,386.0
19143,Brian Pardo,109.0,110.0
19145,onthehill,34.0,41.0
19148,theory,78.0,166.0
19150,eMarchenko,307.0,310.0
19151,Ivan Guz,130.0,129.0
19152,datamining.fm,168.0,155.0
19153,meth,329.0,329.0
19155,InvincibleGuy,62.0,9.0
19156,[Deleted] a5d1f091-0591-4d05-8ae8-c5f2577ff949,319.0,316.0
19158,Brady Benware,8.0,8.0
19160,brb,1052.0,1059.0
19161,tarunrs,376.0,369.0
19162,39rus,103.0,102.0
19163,imbenzene,74.0,84.0
19164,vaibhav,315.0,314.0
19165,lionelb,107.0,107.0
19166,Ashley,399.0,399.0
19167,David Smith,389.0,389.0
19169,toddharsh,8.0,54.0
19173,ArcaneLord,269.0,259.0
19174,grupo8,354.0,354.0
19175,kk08,334.0,334.0
19176,Saeh,140.0,139.0
19178,1964,176.0,177.0
19179,18993,177.0,176.0
19181,Chris Raimondi,33.0,47.0
19183,kuangfeng,,
19184,HAHAZA,,
19185,solution matrices,192.0,193.0
19187,sandra,350.0,348.0
19188,PiZi,347.0,348.0
19189,Manuel Díaz,308.0,308.0
19190,rybality,403.0,403.0
19191,BOZA,314.0,320.0
19192,psiquicos,349.0,347.0
19193,aayush jain,84.0,123.0
19194,poochi,59.0,12.0
19195,Chetan Nichkawde,83.0,83.0
19196,Random Amazon,59.0,38.0
19197,fargo,102.0,101.0
19198,viejitopascuero,347.0,346.0
19199,Random Amazon,49.0,21.0
19200,alfa,112.0,109.0
19201,wiii,262.0,265.0
19202,Anant,249.0,249.0
19203,liuyipei,85.0,85.0
19204,:),48.0,13.0
19208,Incumbent,75.0,49.0
19209,Venus,22.0,90.0
19211,svgiri,11.0,21.0
19212,Oswaldo Ludwig,33.0,24.0
19213,shaw,20.0,86.0
19214,AMPires,58.0,67.0
19215,eminer123,219.0,228.0
19218,Ben Hamner,,
19219,wuaka wuaka,302.0,304.0
19221,nokia,263.0,272.0
19222,lennonsaves,144.0,144.0
19224,jofrango,358.0,358.0
19228,Chris Raimondi,39.0,34.0
19229,whoami,357.0,356.0
19230,saprus,124.0,127.0
19231,negra,266.0,274.0
19232,Jingfang Liu,81.0,80.0
19233,98058,371.0,372.0
19236,JMT5802,,
19241,cayu,360.0,360.0
19243,JJXW,309.0,312.0
19244,Brian O,,
19245,42175,80.0,79.0
19246,yezki,,
19247,savasoz400,,
19248,onur_omer,,
19249,turgayselim,,
19250,elker,,
19251,ediztedr,,
19252,emrederya672,,
19254,gokererdan,,
19255,altan2,,
19256,batur,,
19257,uolkan,,
19258,Esken,,
19259,nazargul346,,
19261,ilker,,
19262,kudre,,
19263,george c,498.0,451.0
19264,78899,273.0,271.0
19265,vsu,98.0,96.0
19266,viscrisn,133.0,132.0
19268,Kannappan Sirchabesan,248.0,249.0
19269,Bing  Xu & Sashi & Drago,6.0,6.0
19271,Shane Butler,,
19273,D'yakonov Alexander,18.0,14.0
19274,icannhas2,24.0,12.0
19275,Christian Böhlke,328.0,329.0
19276,cotdp,170.0,158.0
19277,shaw,71.0,76.0
19280,NP,89.0,99.0
19281,Dave Hysom,1262.0,1262.0
19284,Y Shaham,270.0,269.0
19286,Boyko,308.0,306.0
19287,99296,388.0,388.0
19288,Ryan Feather,40.0,59.0
19289,Vikram Jha,,
19292,Rani Nelken,42.0,11.0
19293,bdomokos74,46.0,64.0
19298,Juniper,2.0,45.0
19299,Victorus,92.0,104.0
19300,Blazej Wieliczko,8.0,8.0
19301,Rob R.,48.0,44.0
19302,dmuc,148.0,151.0
19303,antinucleon,70.0,10.0
19304,antinucleon,42.0,42.0
19305,addhyan,,
19306,Halla,32.0,18.0
19308,FredBrach,410.0,411.0
19309,99186,281.0,279.0
19311,DAIA,355.0,355.0
19312,StrongAI,87.0,86.0
19313,elisberk,,
19314,peri1,,
19315,sonerserhat,,
19316,Shrey,178.0,178.0
19317,del.hakan,,
19318,shawvenus,27.0,87.0
19319,shawvenus,73.0,75.0
19320,70952,372.0,373.0
19321,Calibrated Naive Bayes Benchmark,,
19323,alfnie,11.0,17.0
19324,gerrylin,138.0,138.0
19326,Fedor Korotkov,285.0,285.0
19327,eQualia,58.0,44.0
19328,Guineapig,89.0,91.0
19329,vsmnv,33.0,29.0
19330,fudingyu,272.0,266.0
19331,Francois GUILLEM,218.0,222.0
19333,Dasha,111.0,110.0
19334,71483,210.0,211.0
19335,aio,352.0,352.0
19337,Stavros Filargyropoulos,,
19340,Bruce Cragin,14.0,14.0
19342,TimGLuz,282.0,280.0
19343,Nexus,107.0,44.0
19344,glen_r,290.0,290.0
19346,Amw5g,75.0,72.0
19349,Cephalopod,257.0,271.0
19350,Inoddy,53.0,46.0
19351,redjava,18.0,22.0
19352,Hanwen,325.0,325.0
19354,ChadB,76.0,81.0
19357,JJXW,86.0,95.0
19359,varadharajan,88.0,88.0
19361,Gabriele,43.0,43.0
19364,mathsive,294.0,293.0
19365,seelary,28.0,26.0
19366,GeorgeA,396.0,395.0
19367,Chetan Nichkawde,271.0,252.0
19368,Indy Actuaries,24.0,3.0
19369,Kim,321.0,321.0
19370,elrude,76.0,78.0
19372,lguo,246.0,246.0
19373,My Name,1061.0,1056.0
19375,tsendee,373.0,374.0
19376,jeffrey_go,1123.0,1080.0
19381,Grigoriy Troitskiy,313.0,313.0
19382,AlexanderKolesnikov,161.0,156.0
19383,Butteryfly,281.0,279.0
19384,Steven Taylor,250.0,262.0
19386,remotepath,277.0,229.0
19387,Magic Tree,51.0,45.0
19388,majia,3.0,39.0
19389,jun,8.0,26.0
19391,tryhard,126.0,153.0
19392,yc_xy,19.0,42.0
19393,Jason Karpeles,57.0,40.0
19397,coolgautam,251.0,239.0
19399,binghsu & harriken & nitrillo,35.0,30.0
19400,edmund chan,351.0,349.0
19401,Affine_01,249.0,238.0
19402,Dave Klein,27.0,27.0
19403,Knight,131.0,130.0
19405,claesenm,30.0,30.0
19406,Юрий Бахвалов,138.0,147.0
19407,jbourne,,
19410,Makk,85.0,83.0
19413,Sarute,251.0,251.0
19415,Predictdih,,
19416,Mikey,108.0,109.0
19418,lamkelf,37.0,38.0
19419,blax,96.0,76.0
19421,Ting,53.0,37.0
19422,random_d,44.0,23.0
19423,cyclone,61.0,71.0
19425,Francois GUILLEM,71.0,64.0
19426,KovacsTZ,55.0,56.0
19427,pidtis,95.0,94.0
19428,hamzamu,401.0,401.0
19429,team,33.0,31.0
19430,student2012,45.0,54.0
19431,Bibhu,310.0,312.0
19432,OnVacation,301.0,300.0
19433,atb2215,119.0,112.0
19437,JJJ,9.0,7.0
19438,mytestaaaa,7.0,31.0
19439,NewYorkToe,115.0,131.0
19441,lu sun,23.0,36.0
19442,JakeM,,
19444,atacan788,,
19445,gulbahar,,
19446,eser,,
19447,volkan,,
19448,tolga,,
19449,TeamSMRT,69.0,58.0
19450,Bob Castleman,86.0,86.0
19451,JakeM,19.0,70.0
19453,Pablo Ruggia,50.0,61.0
19454,Kenneth,238.0,263.0
19455,Rachana,60.0,60.0
19456,Dirk Nachbar,46.0,14.0
19457,Flypaca,120.0,117.0
19458,kagglehhp,,
19461,Steven Taylor,,
19462,Med-Sun,105.0,103.0
19463,datacrunch,88.0,96.0
19464,mmmmmong,41.0,41.0
19465,filiptb,730.0,720.0
19467,57712,93.0,93.0
19468,BorkBork,27.0,28.0
19471,minerJoes,99.0,105.0
19472,Artur Nowak,79.0,84.0
19474,cvhacker,61.0,67.0
19475,Ed Ramsden,77.0,41.0
19476,Chen&Xu,247.0,253.0
19478,RKY,283.0,281.0
19480,Joewan,3.0,2.0
19481,UH,121.0,89.0
19482,18760,284.0,282.0
19483,tsundokum,13.0,14.0
19484,Rakesh Singh,261.0,255.0
19486,Team Ubuntu,5.0,4.0
19487,12278,5.0,5.0
19489,stillsuit,33.0,25.0
19491,zin.rsh,82.0,82.0
19493,ApesTeam,3.0,3.0
19495,vish,100.0,100.0
19496,Jeff Qian,265.0,260.0
19498,krishnaguy,97.0,117.0
19500,dvg,348.0,346.0
19503,useless_fellow,364.0,364.0
19506,backpacker,18.0,13.0
19507,JerryGem,1068.0,1087.0
19509,17329,302.0,302.0
19510,tks,28.0,25.0
19512,DavidC,63.0,15.0
19513,BLetson,78.0,48.0
19514,shenggang Li,88.0,85.0
19515,Galileo,36.0,45.0
19517,gestnizer,13.0,18.0
19520,99848,97.0,96.0
19523,Ben Haley,29.0,20.0
19524,Carlos Alberto,145.0,145.0
19527,Dirk Gently,254.0,254.0
19531,coffeevector,57.0,57.0
19532,i_i,1211.0,1217.0
19533,WxYYZ,197.0,188.0
19536,Alexey,402.0,402.0
19540,Robert,,
19541,Martin Machnica,33.0,30.0
19542,YouAreMine,17.0,14.0
19544,BLetson,69.0,57.0
19545,qblyy2000,15.0,15.0
19546,Ben,86.0,85.0
19547,Educational Testing Service,3.0,5.0
19548,belkale,336.0,336.0
19549,gypsy,43.0,17.0
19550,Fantastico,36.0,19.0
19551,72083,84.0,71.0
19553,Howbert,347.0,330.0
19554,stan starks,349.0,349.0
19555,Rohan,26.0,26.0
19556,dimanche_a_bamako,94.0,92.0
19559,Suztomo,9.0,71.0
19560,cascing the python,19.0,19.0
19563,m onti,,
19570,Chasing Bayes,164.0,184.0
19571,sush,315.0,315.0
19572,serglag,131.0,130.0
19576,Foxtrot,,
19578,zheng,137.0,137.0
19580,58890,318.0,318.0
19581,36035,60.0,66.0
19582,fire_damp,161.0,165.0
19583,Li Xiong,304.0,304.0
19584,sao,230.0,235.0
19586,ATG,342.0,341.0
19588,MaBu,80.0,37.0
19589,chrishan,10.0,68.0
19590,christian_b,,
19591,Gnanasekar A S,352.0,351.0
19593,AussieTim,30.0,27.0
19596,Philipp Singer,262.0,257.0
19597,Mike Henderson,227.0,226.0
19598,[Deleted] 1385d5c0-ce46-4743-b322-56c908f60077,156.0,185.0
19599,80979,194.0,191.0
19600,cantabrigians,159.0,187.0
19601,aw,47.0,37.0
19602,Superman89,24.0,24.0
19603,tx,109.0,110.0
19604,TanoPereira,318.0,315.0
19606,dirkmlorenz,378.0,378.0
19608,77654,23.0,101.0
19611,13162,191.0,192.0
19612,Chaos::Explained,343.0,343.0
19618,ButtleH,734.0,740.0
19621,Qitika,132.0,65.0
19635,jcjc,680.0,691.0
19636,Srini,341.0,342.0
19637,Michael Anuzis,,
19639,20-20 Hindsight,859.0,856.0
19643,38478,71.0,83.0
19644,magicshine,79.0,78.0
19645,Levente Szekrenyes,38.0,39.0
19647,kirilsm,96.0,95.0
19649,Mozaic,49.0,44.0
19650,dvs79,346.0,352.0
19652,Xitij Aranke,186.0,185.0
19655,fuzzybeam,48.0,48.0
19656,ULjubljana,2.0,2.0
19659,pav3l,356.0,357.0
19660,azk,144.0,162.0
19669,Caner Turkmen,243.0,242.0
19684,park,,
19685,Ludie,38.0,32.0
19687,blax,344.0,344.0
19692,UCI-ICS77B-Igii,87.0,111.0
19694,UCI-ICS77B-jstroud,96.0,94.0
19695,Skysource lab,340.0,341.0
19696,Ed Ramsden,320.0,321.0
19701,Madhuri Bhavirisetty,341.0,342.0
19702,boddakantha,60.0,68.0
19704,David Kedziora,209.0,203.0
19705,gest,357.0,357.0
19706,Brad Preston,46.0,75.0
19708,mverma,231.0,232.0
19709,BookFace,41.0,36.0
19711,37181,245.0,245.0
19714,Peter,,
19715,Aoxi,280.0,280.0
19716,Alexander.Shaposhnikov,91.0,88.0
19718,Levente Szekrenyes,,
19719,Cryse Hillmess,,
19720,51466,238.0,239.0
19724,Roberto,9.0,9.0
19725,icannhas,24.0,151.0
19727,Li-Der,303.0,303.0
19728,Walter Kovaks,20.0,19.0
19729,ryja,10.0,19.0
19730,cleh,,
19731,Astronomer,188.0,183.0
19732,mercifulhop,,
19733,Nicolas,37.0,35.0
19735,TeamSt.Duquesne'sCollegeofNYNJPA,298.0,299.0
19736,As High As Honor,5.0,8.0
19737,Firewall SAS,137.0,76.0
19738,25802,332.0,332.0
19739,Aces,39.0,26.0
19740,62867,311.0,311.0
19741,thebusyant,68.0,148.0
19742,"Bill Szaroletta, P.E.",287.0,287.0
19743,soulutions,313.0,311.0
19744,Sam Phippen,76.0,66.0
19748,Martin Machnica,141.0,53.0
19751,Glenn Fisher,,
19752,NoisyServer,71.0,83.0
19759,Chris Raimondi,115.0,81.0
19763,erolt,,
19766,telser,,
19767,48917,97.0,86.0
19768,umut,,
19769,ler.emin,,
19770,hakangul294,,
19772,denizk,,
19773,merinrek,,
19775,bulut,,
19777,Change-Candy,55.0,57.0
19778,murat,,
19779,gul.levent,,
19780,erdemloo,,
19781,dreamcancel,58.0,55.0
19783,54167,230.0,231.0
19787,weber,,
19789,mkseo,63.0,62.0
19790,LITIS,48.0,47.0
19792,87251,1281.0,1281.0
19793,alexz,135.0,135.0
19794,AuroraXie,46.0,49.0
19796,David Zhang,122.0,90.0
19797,Gxav,10.0,4.0
19798,erwtokritos,52.0,53.0
19799,mrogan81,,
19800,Jeff Qian,100.0,106.0
19801,ahmetzehir,,
19802,luolaihu,,
19803,Dmitry Efimov,14.0,18.0
